order_id,customer_id,order_status,payment_method,order_total,item_count
4381,2195,Canceled,Upi,107832.3,2.0
4382,4920,Delivered,Net Banking,343148.5,3.0
4383,3211,Canceled,Net Banking,224813.48,4.0
4384,3974,In Transit,Loyalty Points,318194.27,2.0
4385,2072,Canceled,Upi,33682.16,1.0
4386,604,Delivered,Loyalty Points,218495.65,3.0
4387,1131,Delivered,Upi,162232.48,1.0
4388,2769,Delivered,Net Banking,385388.57,3.0
4389,1107,In Transit,Loyalty Points,35044.37,1.0
4390,3010,Canceled,Net Banking,177949.12,2.0
4391,2943,Delivered,Loyalty Points,275642.96,2.0
4392,577,Delivered,Net Banking,196894.05,2.0
4393,1336,In Transit,Cash On Delivery,320154.07,3.0
4394,1510,Canceled,Cash On Delivery,212107.41,2.0
4395,1015,In Transit,Cash On Delivery,287762.28,4.0
4396,4862,Canceled,Loyalty Points,,
4397,86,Delivered,Loyalty Points,207603.54,2.0
4398,4150,Canceled,Net Banking,,
4399,2581,Delivered,Cash On Delivery,51626.73,1.0
4400,3835,Delivered,Cash On Delivery,61657.71,1.0
4401,1933,Delivered,Net Banking,,
4402,4028,In Transit,Cash On Delivery,,
4403,1612,Canceled,Cash On Delivery,,
4404,4586,Canceled,Loyalty Points,549452.03,3.0
4405,945,In Transit,Loyalty Points,73963.52,1.0
4406,3099,Canceled,Upi,70556.16,1.0
4407,1685,Delivered,Cash On Delivery,192952.08,2.0
4408,5,Canceled,Cash On Delivery,26034.51,1.0
4409,826,In Transit,Cash On Delivery,17873.08,1.0
4410,1900,Delivered,Upi,,
4411,2462,In Transit,Cash On Delivery,222057.01,4.0
4412,1286,Canceled,Loyalty Points,479222.12,6.0
4413,4003,Delivered,Cash On Delivery,160347.05,2.0
4414,4032,Delivered,Cash On Delivery,99640.95,1.0
4415,929,Delivered,Cash On Delivery,218015.47,3.0
4416,4818,Canceled,Cash On Delivery,29810.33,1.0
4417,596,Delivered,Cash On Delivery,389486.16,5.0
4418,2660,In Transit,Loyalty Points,266913.01,4.0
4419,550,In Transit,Net Banking,255056.9,1.0
4420,2856,Canceled,Loyalty Points,51492.3,1.0
4421,1627,Delivered,Net Banking,125040.2,2.0
4422,4750,Canceled,Cash On Delivery,337054.2,4.0
4423,2154,Canceled,Upi,345942.76,2.0
4424,3017,Delivered,Loyalty Points,319497.76,3.0
4425,3770,Canceled,Cash On Delivery,,
4426,3169,In Transit,Loyalty Points,226898.26,3.0
4427,3091,In Transit,Upi,33641.96,1.0
4428,1383,Canceled,Loyalty Points,54516.78,1.0
4429,1992,Delivered,Upi,343039.37,4.0
4430,3940,Canceled,Cash On Delivery,116754.0,1.0
4431,2218,Delivered,Cash On Delivery,296268.84,3.0
4432,4565,In Transit,Net Banking,160294.51,2.0
4433,4372,In Transit,Upi,221117.6,2.0
4434,4538,Canceled,Upi,206464.6,1.0
4435,2680,Canceled,Cash On Delivery,207852.52,2.0
4436,4310,Canceled,Cash On Delivery,11922.82,2.0
4437,4714,Canceled,Net Banking,438130.12,4.0
4438,4309,Delivered,Upi,158781.44,1.0
4439,3442,Canceled,Cash On Delivery,30881.88,1.0
4440,385,In Transit,Upi,287420.8,2.0
4441,2704,Delivered,Upi,4390.08,1.0
4442,2580,Delivered,Upi,,
4443,4126,In Transit,Upi,142103.17,2.0
4444,454,Delivered,Upi,376456.23,2.0
4445,3934,Delivered,Upi,,
4446,4522,Delivered,Net Banking,,
4447,4659,Canceled,Loyalty Points,93658.64,3.0
4448,3450,Canceled,Net Banking,173086.05,3.0
4449,2557,Canceled,Cash On Delivery,220612.68,2.0
4450,4080,Canceled,Loyalty Points,232867.84,2.0
4451,2183,Delivered,Upi,302713.12,2.0
4452,2413,Delivered,Upi,192574.65,1.0
4453,1597,Delivered,Loyalty Points,35959.71,2.0
4454,4948,Canceled,Loyalty Points,83762.68,1.0
4455,3321,In Transit,Cash On Delivery,266468.2,2.0
4456,4151,Delivered,Loyalty Points,,
4457,3808,In Transit,Cash On Delivery,,
4458,47,Delivered,Upi,203844.0,2.0
4459,4332,Delivered,Upi,,
4460,1698,Delivered,Net Banking,526625.54,3.0
4461,2793,Canceled,Net Banking,,
4462,4554,Delivered,Loyalty Points,163188.15,2.0
4463,4896,Canceled,Loyalty Points,310669.68,2.0
4464,1490,In Transit,Net Banking,190870.5,3.0
4465,740,In Transit,Net Banking,35615.44,1.0
4466,54,Delivered,Net Banking,35278.08,1.0
4467,115,Delivered,Upi,,
4468,972,Delivered,Net Banking,61657.71,1.0
4469,3820,Delivered,Loyalty Points,207221.28,4.0
4470,3018,Delivered,Loyalty Points,6665.64,1.0
4471,4647,Canceled,Loyalty Points,,
4472,3345,In Transit,Net Banking,119494.67,2.0
4473,1606,Delivered,Net Banking,255056.9,2.0
4474,4434,Delivered,Cash On Delivery,,
4475,250,Delivered,Loyalty Points,402063.93,5.0
4476,2465,Canceled,Loyalty Points,170634.1,1.0
4477,3229,Canceled,Net Banking,345607.97,2.0
4478,3988,In Transit,Net Banking,404058.33,3.0
4479,2445,Delivered,Loyalty Points,113953.58,3.0
4480,3792,In Transit,Upi,120436.75,1.0
4481,2202,In Transit,Upi,40784.1,1.0
4482,3884,Canceled,Net Banking,14955.6,1.0
4483,3780,Delivered,Cash On Delivery,97148.3,1.0
4484,2456,In Transit,Cash On Delivery,,
4485,2368,Delivered,Upi,37825.94,1.0
4486,65,In Transit,Net Banking,7413.18,1.0
4487,797,Delivered,Net Banking,159422.01,2.0
4488,3201,Canceled,Loyalty Points,22844.8,2.0
4489,4313,In Transit,Net Banking,189033.39,4.0
4490,442,Delivered,Upi,160265.46,2.0
4491,4433,In Transit,Net Banking,16073.48,1.0
4492,3137,In Transit,Net Banking,,
4493,3999,Delivered,Loyalty Points,459504.94,4.0
4495,2732,Canceled,Loyalty Points,427843.23,3.0
4496,2762,Canceled,Net Banking,43150.6,1.0
4497,3219,Delivered,Upi,,
4498,2396,Delivered,Net Banking,,
4499,2064,Delivered,Cash On Delivery,89880.48,2.0
4500,2935,In Transit,Loyalty Points,207269.07,3.0
4501,4044,Delivered,Net Banking,220213.2,1.0
4502,2882,Canceled,Net Banking,238408.23,4.0
4503,1679,Canceled,Loyalty Points,66221.89,2.0
4504,723,In Transit,Loyalty Points,174604.25,1.0
4505,1817,Canceled,Upi,,
4506,4470,In Transit,Net Banking,318375.49,2.0
4507,1244,In Transit,Net Banking,571525.0,3.0
4508,3744,In Transit,Loyalty Points,30895.38,1.0
4509,719,Delivered,Loyalty Points,131748.2,1.0
4510,349,Canceled,Upi,118192.44,2.0
4511,4777,In Transit,Cash On Delivery,33626.91,1.0
4512,3267,Canceled,Upi,,
4513,4909,In Transit,Loyalty Points,17560.32,1.0
4514,1251,Delivered,Loyalty Points,118077.96,1.0
4515,1067,In Transit,Loyalty Points,,
4516,4784,Canceled,Cash On Delivery,88587.93,3.0
4517,2361,Delivered,Net Banking,,
4518,4680,Delivered,Upi,233094.7,1.0
4519,3458,Canceled,Cash On Delivery,29936.4,1.0
4520,661,Canceled,Cash On Delivery,323776.0,3.0
4521,707,In Transit,Upi,208295.28,2.0
4522,1760,Delivered,Net Banking,,
4523,4485,In Transit,Upi,182217.08,1.0
4524,1464,In Transit,Net Banking,340614.45,3.0
4525,2757,In Transit,Loyalty Points,390202.89,2.0
4526,603,Delivered,Net Banking,53820.5,1.0
4527,3957,Canceled,Net Banking,124250.13,2.0
4528,101,Delivered,Net Banking,,
4529,2108,In Transit,Net Banking,187937.35,3.0
4530,4741,In Transit,Cash On Delivery,41955.7,1.0
4531,2662,Canceled,Upi,91883.58,2.0
4532,4683,Delivered,Net Banking,346600.95,6.0
4533,379,Canceled,Upi,,
4534,2585,In Transit,Upi,164034.29,2.0
4535,4156,Canceled,Upi,8156.82,1.0
4536,3684,Delivered,Upi,,
4537,3422,Delivered,Net Banking,118339.0,2.0
4538,2749,Delivered,Net Banking,,
4539,954,In Transit,Upi,193290.27,2.0
4540,3202,Delivered,Net Banking,193658.72,2.0
4541,3978,Canceled,Upi,162209.45,1.0
4542,102,In Transit,Cash On Delivery,256369.76,2.0
4543,1938,Delivered,Loyalty Points,9076.48,1.0
4544,4359,Canceled,Net Banking,87551.6,1.0
4545,2174,Delivered,Net Banking,285431.2,4.0
4546,3884,Canceled,Upi,294506.18,3.0
4547,4413,Delivered,Net Banking,115544.79,1.0
4548,3867,Canceled,Upi,186113.24,2.0
4549,2072,Delivered,Upi,,
4550,4955,Canceled,Cash On Delivery,94902.9,2.0
4551,2380,In Transit,Cash On Delivery,,
4552,4090,In Transit,Upi,78017.66,1.0
4553,3991,Canceled,Net Banking,107143.72,2.0
4554,1105,In Transit,Cash On Delivery,124323.01,2.0
4555,516,Canceled,Loyalty Points,490805.56,3.0
4556,4543,Delivered,Loyalty Points,123276.81,1.0
4557,1405,In Transit,Loyalty Points,212274.88,2.0
4558,4528,Canceled,Net Banking,378406.7,3.0
4559,3392,Delivered,Loyalty Points,165865.26,3.0
4560,4510,Canceled,Net Banking,,
4561,3874,Delivered,Upi,108315.92,1.0
4562,2287,Canceled,Upi,388531.44,3.0
4563,2381,In Transit,Loyalty Points,,
4564,79,Canceled,Upi,97823.45,2.0
4565,3159,Canceled,Loyalty Points,106789.92,2.0
4566,2441,Delivered,Upi,21209.68,1.0
4567,2449,Canceled,Net Banking,252319.31,4.0
4568,2260,Canceled,Cash On Delivery,111368.35,1.0
4569,790,Delivered,Loyalty Points,78017.66,1.0
4570,305,In Transit,Upi,49138.4,1.0
4571,2040,In Transit,Loyalty Points,130392.99,2.0
4572,3183,Delivered,Upi,11917.65,1.0
4573,56,In Transit,Loyalty Points,,
4574,1416,Delivered,Net Banking,438545.36,3.0
4575,3366,Canceled,Upi,410184.82,4.0
4576,2365,In Transit,Net Banking,164430.8,1.0
4577,3356,Canceled,Loyalty Points,,
4578,3831,Delivered,Net Banking,172735.04,2.0
4579,2840,Delivered,Net Banking,369007.66,4.0
4580,4170,Canceled,Upi,328567.32,3.0
4581,2616,In Transit,Loyalty Points,,
4582,1720,Canceled,Net Banking,,
4583,4404,Canceled,Loyalty Points,37000.36,1.0
4584,4075,Delivered,Upi,276498.77,3.0
4585,2727,Canceled,Net Banking,2454.04,1.0
4586,4143,Delivered,Net Banking,19446.85,2.0
4587,566,Canceled,Cash On Delivery,35869.64,1.0
4588,3377,Canceled,Cash On Delivery,72521.66,1.0
4589,4987,Canceled,Upi,,
4590,2365,Delivered,Net Banking,,
4591,157,Canceled,Upi,143166.22,3.0
4592,1777,Canceled,Cash On Delivery,68266.18,1.0
4593,1559,Canceled,Net Banking,59364.86,1.0
4595,4634,Canceled,Loyalty Points,,
4596,885,Delivered,Cash On Delivery,392580.3,3.0
4597,61,Canceled,Net Banking,153474.0,2.0
4598,2169,Delivered,Cash On Delivery,412181.27,4.0
4599,1323,In Transit,Net Banking,,
4600,3621,Canceled,Cash On Delivery,276183.46,3.0
4601,134,Delivered,Upi,,
4602,3907,Delivered,Cash On Delivery,208536.46,2.0
4603,2321,Canceled,Upi,97275.96,2.0
4604,3375,In Transit,Loyalty Points,49504.52,1.0
4605,4934,Delivered,Net Banking,79373.8,2.0
4606,3837,Delivered,Net Banking,,
4607,2436,Delivered,Net Banking,84838.72,1.0
4608,2838,Delivered,Upi,90275.95,2.0
4609,3044,Delivered,Upi,106888.09,2.0
4610,1284,In Transit,Upi,119241.32,1.0
4611,4308,Delivered,Cash On Delivery,,
4612,2238,Canceled,Loyalty Points,480256.55,4.0
4613,2626,Delivered,Cash On Delivery,196689.99,2.0
4614,1320,Delivered,Net Banking,91638.4,1.0
4615,3839,Canceled,Net Banking,122404.53,1.0
4616,3725,In Transit,Cash On Delivery,157709.93,4.0
4617,2930,Canceled,Upi,297807.69,2.0
4618,2007,Canceled,Net Banking,56738.91,1.0
4619,1876,Delivered,Loyalty Points,278846.05,3.0
4620,2321,Canceled,Net Banking,266401.29,4.0
4621,1403,In Transit,Cash On Delivery,,
4622,4045,In Transit,Loyalty Points,133947.94,3.0
4623,4295,Delivered,Upi,84259.37,2.0
4624,2267,Delivered,Cash On Delivery,97939.22,1.0
4625,3765,Delivered,Loyalty Points,220994.6,1.0
4626,1150,Canceled,Loyalty Points,370516.15,4.0
4627,4566,Delivered,Net Banking,100861.76,1.0
4628,1600,Canceled,Loyalty Points,265115.21,2.0
4629,2299,In Transit,Loyalty Points,,
4630,3522,In Transit,Net Banking,157287.28,1.0
4631,4726,Delivered,Net Banking,192054.72,1.0
4632,1353,In Transit,Loyalty Points,177846.39,1.0
4633,2167,In Transit,Cash On Delivery,305785.53,3.0
4634,3484,Canceled,Cash On Delivery,30767.42,1.0
4635,4121,Canceled,Loyalty Points,123255.35,2.0
4636,2272,Canceled,Upi,169178.92,1.0
4637,3156,Canceled,Upi,213246.81,2.0
4638,3139,Delivered,Upi,157888.72,2.0
4639,2539,Canceled,Loyalty Points,46319.27,1.0
4640,4265,Canceled,Upi,18030.68,1.0
4641,487,Delivered,Cash On Delivery,,
4642,1939,Canceled,Upi,21463.95,1.0
4643,2029,Canceled,Cash On Delivery,,
4644,1531,In Transit,Cash On Delivery,126499.29,2.0
4645,211,Canceled,Net Banking,87690.84,1.0
4646,3433,Delivered,Loyalty Points,208018.92,2.0
4647,216,Canceled,Upi,38030.66,2.0
4648,4463,In Transit,Cash On Delivery,319503.0,5.0
4649,556,Delivered,Loyalty Points,364635.96,2.0
4650,1445,Delivered,Net Banking,228040.95,3.0
4651,275,Delivered,Cash On Delivery,,
4652,4609,In Transit,Loyalty Points,276340.11,3.0
4653,920,In Transit,Net Banking,112626.79,2.0
4654,4589,Delivered,Net Banking,45714.89,1.0
4655,2456,In Transit,Net Banking,206754.47,2.0
4656,3489,Canceled,Loyalty Points,10890.58,1.0
4657,1597,In Transit,Upi,148086.51,1.0
4658,3801,In Transit,Cash On Delivery,122614.64,1.0
4659,165,In Transit,Cash On Delivery,442595.73,3.0
4660,2473,Delivered,Cash On Delivery,,
4661,2881,Canceled,Upi,384386.12,5.0
4662,4578,Delivered,Cash On Delivery,,
4663,2356,In Transit,Upi,25641.62,1.0
4664,946,Canceled,Cash On Delivery,245931.01,5.0
4665,4916,Canceled,Upi,34133.09,1.0
4666,2666,In Transit,Loyalty Points,,
4667,428,Delivered,Loyalty Points,171970.03,2.0
4668,290,Delivered,Net Banking,288824.54,3.0
4669,2671,Canceled,Net Banking,200001.32,1.0
4670,1917,In Transit,Cash On Delivery,179383.11,2.0
4671,4974,Canceled,Loyalty Points,118480.8,1.0
4672,1847,Delivered,Upi,117712.3,2.0
4673,1292,Delivered,Upi,167193.31,2.0
4674,4377,In Transit,Upi,166048.26,3.0
4675,2984,In Transit,Cash On Delivery,114532.5,1.0
4676,4998,Delivered,Cash On Delivery,321253.36,3.0
4677,662,Delivered,Upi,295421.86,3.0
4678,3974,Delivered,Cash On Delivery,44837.05,1.0
4679,712,Canceled,Net Banking,145220.01,3.0
4680,2830,Canceled,Upi,186448.72,1.0
4681,24,Canceled,Net Banking,75161.16,1.0
4682,3689,Delivered,Upi,123887.38,2.0
4683,2649,Canceled,Net Banking,69841.7,1.0
4684,2988,In Transit,Loyalty Points,,
4685,168,Canceled,Upi,150451.69,3.0
4686,898,Delivered,Cash On Delivery,131748.2,1.0
4687,2457,Delivered,Upi,85732.76,3.0
4688,2592,Delivered,Upi,434423.58,3.0
4690,2699,In Transit,Net Banking,25945.89,1.0
4691,4156,In Transit,Upi,44278.3,1.0
4692,1173,Delivered,Cash On Delivery,47738.18,1.0
4693,2964,Canceled,Loyalty Points,223846.55,1.0
4695,4824,In Transit,Cash On Delivery,217847.5,2.0
4696,1832,Canceled,Cash On Delivery,,
4697,475,Canceled,Cash On Delivery,87740.52,2.0
4698,2193,Canceled,Upi,91569.66,2.0
4699,3628,In Transit,Cash On Delivery,373989.24,4.0
4700,4619,Delivered,Cash On Delivery,179408.6,2.0
4701,2457,Delivered,Upi,51492.3,1.0
4702,3848,Delivered,Upi,2044.46,1.0
4703,259,Delivered,Cash On Delivery,259974.69,2.0
4704,989,Canceled,Loyalty Points,244260.46,2.0
4705,1548,In Transit,Cash On Delivery,70490.55,2.0
4706,39,Delivered,Upi,257918.62,2.0
4707,3001,Canceled,Loyalty Points,438267.46,5.0
4708,1409,Delivered,Upi,137606.87,2.0
4709,1072,Canceled,Loyalty Points,287586.16,3.0
4710,4720,Delivered,Loyalty Points,179220.54,2.0
4711,261,In Transit,Loyalty Points,356382.92,3.0
4712,4925,Delivered,Net Banking,97044.39,2.0
4713,2206,Delivered,Cash On Delivery,3021.8,1.0
4714,1258,Delivered,Loyalty Points,117620.04,1.0
4715,2705,In Transit,Upi,79318.56,2.0
4716,1557,Delivered,Cash On Delivery,338492.57,5.0
4717,2565,In Transit,Loyalty Points,52279.78,2.0
4718,4354,Delivered,Upi,84260.24,2.0
4719,3293,Delivered,Upi,,
4720,4560,Canceled,Net Banking,108598.06,3.0
4721,3922,Canceled,Loyalty Points,42790.14,1.0
4722,34,In Transit,Cash On Delivery,6080.72,1.0
4723,1207,Delivered,Net Banking,195387.55,2.0
4724,2024,In Transit,Net Banking,50735.4,1.0
4725,352,Delivered,Net Banking,169178.92,1.0
4726,1960,Canceled,Upi,40784.1,1.0
4727,1978,Delivered,Loyalty Points,198838.56,2.0
4728,4012,Canceled,Cash On Delivery,,
4729,2659,Canceled,Cash On Delivery,60409.86,1.0
4730,6,In Transit,Upi,45243.74,1.0
4731,712,In Transit,Upi,69841.7,1.0
4732,4023,Canceled,Cash On Delivery,189465.36,2.0
4733,1093,In Transit,Loyalty Points,73820.64,3.0
4734,573,Canceled,Net Banking,193495.7,2.0
4735,153,In Transit,Cash On Delivery,421737.92,3.0
4736,1034,In Transit,Cash On Delivery,454424.97,4.0
4737,4187,In Transit,Cash On Delivery,1227.02,1.0
4738,2665,Delivered,Upi,133384.77,3.0
4739,749,Delivered,Cash On Delivery,28076.4,1.0
4740,1292,Delivered,Cash On Delivery,,
4741,3539,In Transit,Net Banking,121506.54,2.0
4742,3696,Canceled,Cash On Delivery,443481.62,3.0
4743,4396,Delivered,Loyalty Points,106520.6,1.0
4744,4901,In Transit,Cash On Delivery,,
4745,4639,In Transit,Loyalty Points,119947.86,1.0
4746,1943,Canceled,Net Banking,11109.4,1.0
4747,1768,In Transit,Upi,71184.56,2.0
4748,34,Delivered,Net Banking,317215.1,2.0
4749,2562,Canceled,Upi,10147.08,1.0
4750,2670,Canceled,Net Banking,156782.1,1.0
4751,4636,Canceled,Upi,,
4752,5,In Transit,Cash On Delivery,54984.4,1.0
4753,2495,Canceled,Net Banking,256463.26,2.0
4754,3967,Canceled,Loyalty Points,22817.06,1.0
4755,2301,Delivered,Upi,4468.27,1.0
4756,4654,In Transit,Net Banking,115205.09,2.0
4757,4909,Canceled,Net Banking,184371.7,3.0
4758,3795,Canceled,Net Banking,237727.23,3.0
4759,3750,Delivered,Upi,218529.16,2.0
4760,3463,Canceled,Cash On Delivery,114085.3,1.0
4761,3775,Delivered,Cash On Delivery,210726.12,3.0
4762,4505,Canceled,Cash On Delivery,158577.48,2.0
4763,2235,Delivered,Loyalty Points,118307.71,3.0
4764,241,In Transit,Cash On Delivery,317913.66,3.0
4765,2118,In Transit,Loyalty Points,84589.46,1.0
4766,1664,In Transit,Upi,39203.86,1.0
4767,1627,In Transit,Upi,244848.64,2.0
4768,4581,In Transit,Net Banking,,
4769,1664,Canceled,Net Banking,266817.03,2.0
4770,967,Delivered,Cash On Delivery,423111.4,4.0
4771,3083,Delivered,Cash On Delivery,70472.13,2.0
4772,3938,Delivered,Cash On Delivery,231738.48,2.0
4773,3920,Delivered,Loyalty Points,40184.75,1.0
4774,1485,Delivered,Upi,370549.02,4.0
4775,3860,Canceled,Upi,155683.59,3.0
4776,4405,Delivered,Cash On Delivery,,
4777,1546,Canceled,Loyalty Points,43818.0,1.0
4778,1548,Delivered,Cash On Delivery,140390.28,1.0
4779,2731,Delivered,Upi,73007.56,1.0
4780,2562,Canceled,Loyalty Points,323823.0,2.0
4781,2038,Delivered,Cash On Delivery,109179.35,3.0
4782,533,Delivered,Upi,,
4783,994,In Transit,Upi,59620.66,1.0
4784,175,Delivered,Loyalty Points,277868.66,4.0
4785,3220,In Transit,Upi,300672.42,4.0
4786,4715,Canceled,Loyalty Points,,
4787,4641,In Transit,Cash On Delivery,74018.4,2.0
4788,2923,Canceled,Cash On Delivery,314111.0,3.0
4789,2206,Canceled,Net Banking,198607.46,2.0
4790,4453,Delivered,Loyalty Points,162483.86,4.0
4791,4767,Delivered,Upi,155312.13,1.0
4792,4162,Canceled,Cash On Delivery,126884.19,1.0
4793,3662,Delivered,Net Banking,194967.23,3.0
4794,516,Delivered,Loyalty Points,,
4795,875,In Transit,Cash On Delivery,254310.21,3.0
4796,2922,Canceled,Cash On Delivery,182217.08,1.0
4797,2334,Delivered,Upi,24752.26,1.0
4798,3436,Canceled,Net Banking,,
4799,2078,Delivered,Cash On Delivery,56512.78,2.0
4800,2016,Canceled,Upi,203669.4,1.0
4801,4184,Delivered,Loyalty Points,,
4802,3641,In Transit,Loyalty Points,170097.0,1.0
4803,3899,Canceled,Loyalty Points,371437.16,2.0
4804,1679,In Transit,Upi,146747.22,2.0
4805,2399,In Transit,Loyalty Points,305679.54,3.0
4806,187,In Transit,Cash On Delivery,81116.24,1.0
4807,3175,Delivered,Cash On Delivery,,
4808,1698,Delivered,Cash On Delivery,361627.08,4.0
4809,3319,Canceled,Upi,164413.36,1.0
4810,873,In Transit,Net Banking,122056.4,2.0
4811,2324,Canceled,Loyalty Points,44866.8,1.0
4812,3962,Canceled,Upi,,
4813,3247,Canceled,Net Banking,13404.78,1.0
4814,3210,Canceled,Cash On Delivery,257083.78,4.0
4815,4123,Delivered,Upi,129194.8,2.0
4816,4854,Canceled,Net Banking,,
4817,221,Canceled,Upi,77836.0,1.0
4818,886,Delivered,Cash On Delivery,41105.14,1.0
4819,558,Delivered,Loyalty Points,245731.42,4.0
4820,3234,Delivered,Net Banking,203094.08,3.0
4821,2516,In Transit,Upi,,
4822,2159,In Transit,Cash On Delivery,170807.76,1.0
4823,560,Canceled,Net Banking,228819.81,3.0
4824,4413,Canceled,Loyalty Points,38562.37,1.0
4825,1533,Delivered,Upi,398842.48,5.0
4826,2081,In Transit,Loyalty Points,,
4827,815,Delivered,Loyalty Points,197448.68,1.0
4828,554,Canceled,Net Banking,413261.28,3.0
4829,3574,In Transit,Loyalty Points,133744.25,2.0
4830,2510,Canceled,Net Banking,263700.91,2.0
4831,2720,Delivered,Upi,168355.82,2.0
4832,1106,Delivered,Cash On Delivery,20485.98,1.0
4833,4466,Canceled,Upi,138189.06,2.0
4834,1710,In Transit,Net Banking,242902.64,2.0
4835,84,Canceled,Net Banking,399159.38,4.0
4836,830,Delivered,Cash On Delivery,18912.97,1.0
4837,4034,Canceled,Upi,32709.96,1.0
4838,1376,Delivered,Net Banking,55979.62,1.0
4839,1148,In Transit,Cash On Delivery,,
4840,251,Delivered,Net Banking,122523.03,2.0
4841,1552,Canceled,Upi,316145.68,3.0
4842,4109,In Transit,Cash On Delivery,145501.18,2.0
4843,3605,Delivered,Loyalty Points,34609.78,1.0
4844,550,Canceled,Upi,34782.83,1.0
4845,3818,Delivered,Net Banking,252183.6,1.0
4846,2493,In Transit,Cash On Delivery,152609.68,1.0
4847,4083,In Transit,Cash On Delivery,422761.17,3.0
4848,1173,In Transit,Loyalty Points,88397.84,1.0
4849,1782,In Transit,Cash On Delivery,90631.48,1.0
4850,3429,In Transit,Loyalty Points,119559.81,2.0
4851,2936,In Transit,Net Banking,77808.26,3.0
4852,1229,Canceled,Upi,285728.88,3.0
4853,1373,Delivered,Cash On Delivery,61645.33,2.0
4854,2065,Delivered,Upi,,
4855,990,In Transit,Net Banking,227934.29,3.0
4856,438,Delivered,Cash On Delivery,554046.29,4.0
4857,324,Delivered,Cash On Delivery,46979.4,1.0
4858,1683,In Transit,Cash On Delivery,437043.66,4.0
4859,3085,Delivered,Loyalty Points,,
4860,4791,Canceled,Net Banking,306025.11,4.0
4861,4815,Canceled,Loyalty Points,,
4862,4010,Canceled,Upi,166068.25,1.0
4863,2515,Delivered,Loyalty Points,177148.4,1.0
4864,3978,Canceled,Loyalty Points,623117.96,3.0
4865,3082,Delivered,Upi,,
4866,2858,Delivered,Upi,147362.91,3.0
4867,304,In Transit,Cash On Delivery,43332.36,1.0
4868,2707,Canceled,Net Banking,84912.38,2.0
4869,3703,Delivered,Upi,218037.91,2.0
4870,145,In Transit,Loyalty Points,342880.71,2.0
4871,1879,In Transit,Loyalty Points,,
4872,3161,Delivered,Net Banking,37125.87,1.0
4873,2690,In Transit,Cash On Delivery,204237.73,2.0
4874,2869,In Transit,Upi,18610.76,1.0
4875,4781,In Transit,Loyalty Points,338245.03,4.0
4876,4044,Delivered,Cash On Delivery,140177.48,1.0
4877,342,Canceled,Loyalty Points,,
4878,417,In Transit,Loyalty Points,240014.15,2.0
4879,3885,Canceled,Cash On Delivery,222458.12,3.0
4880,4484,In Transit,Cash On Delivery,182859.56,1.0
4881,2987,In Transit,Loyalty Points,170973.68,3.0
4882,3709,Canceled,Upi,75176.86,1.0
4883,3438,In Transit,Loyalty Points,281942.81,2.0
4884,2229,Delivered,Net Banking,59588.25,1.0
4885,3010,Canceled,Upi,313186.67,4.0
4886,4075,In Transit,Net Banking,63935.38,1.0
4887,3423,Canceled,Loyalty Points,55979.62,1.0
4888,4401,Canceled,Net Banking,480974.49,3.0
4889,4213,Canceled,Upi,34417.82,1.0
4890,4407,Delivered,Cash On Delivery,175896.94,4.0
4891,3957,Delivered,Upi,336309.93,4.0
4892,1208,Canceled,Loyalty Points,122210.35,2.0
4893,1197,Delivered,Upi,212602.8,3.0
4894,4329,Delivered,Net Banking,93668.77,2.0
4895,1521,Delivered,Net Banking,280164.46,3.0
4896,2232,Delivered,Net Banking,74360.02,3.0
4897,4923,In Transit,Cash On Delivery,148590.35,2.0
4898,169,In Transit,Loyalty Points,17297.26,1.0
4899,4326,Delivered,Upi,105654.62,2.0
4900,4640,Canceled,Loyalty Points,289306.01,3.0
4901,4133,Canceled,Net Banking,237128.52,1.0
4902,4307,In Transit,Upi,136507.28,1.0
4903,2354,Delivered,Net Banking,292681.72,3.0
4904,1919,In Transit,Loyalty Points,100873.44,1.0
4905,2076,Canceled,Cash On Delivery,,
4906,1076,Delivered,Loyalty Points,118729.72,1.0
4907,4139,Canceled,Net Banking,198476.8,1.0
4908,2053,Delivered,Upi,,
4909,3203,Canceled,Upi,424572.43,4.0
4910,4574,Delivered,Upi,81236.94,1.0
4911,3994,Delivered,Upi,139143.22,2.0
4912,2960,Delivered,Loyalty Points,255926.44,2.0
4913,800,In Transit,Cash On Delivery,59620.66,1.0
4914,1233,Delivered,Net Banking,61503.72,1.0
4915,3848,In Transit,Cash On Delivery,86901.01,3.0
4916,3123,Delivered,Cash On Delivery,68187.74,1.0
4917,3217,In Transit,Upi,174403.73,2.0
4918,2868,Canceled,Upi,112293.54,1.0
4919,3127,Delivered,Net Banking,48969.61,1.0
4920,2400,Delivered,Loyalty Points,221832.6,2.0
4921,3677,Canceled,Cash On Delivery,,
4923,3728,Delivered,Net Banking,107907.35,2.0
4924,2385,Canceled,Cash On Delivery,34889.52,1.0
4925,2956,Delivered,Cash On Delivery,114457.26,1.0
4926,3660,Delivered,Cash On Delivery,473549.78,3.0
4927,2710,Delivered,Upi,140390.28,1.0
4928,1698,In Transit,Loyalty Points,40122.11,1.0
4929,3595,In Transit,Loyalty Points,152460.36,2.0
4930,4331,In Transit,Loyalty Points,232999.16,2.0
4931,1547,Delivered,Loyalty Points,54755.67,1.0
4932,758,Canceled,Cash On Delivery,197269.81,2.0
4933,4759,Canceled,Net Banking,285950.78,4.0
